,ROLES,Companies,Experience,Salary,Location,Skills,Search,Clean_data,Title_new
4525,etl developer - obiee/ odi modules,S.A.W IT Services Pvt Ltd,3-5 ,,Delhi NCR,"oracle,odi,data modeling,data warehousing,pl - sql,etl,obiee","etl developer - obiee/ odi modules,Delhi NCR",etl developer obiee odi module delhi ncr,Developer
4526,mc- resources- maintenance & reliability- reliability analytics 11/ 9,Serving Skill,2-7 ,,Delhi NCR,"python,machine learning,sap,sap pm,maximo,predictive asset maintenance,apm","mc- resources- maintenance & reliability- reliability analytics 11/ 9,Delhi NCR",mc resource maintenance reliability reliability analytics delhi ncr,Generic
4527,director - business intelligence - ecommerce - iim/ iit,Pinnacle Solutions,5-10 ,,India,"r,algorithms,data mining,statistical programming,machine learning,statistics,linear algebra,analytics","director - business intelligence - ecommerce - iim/ iit,India",director business intelligence ecommerce iim iit india,Generic
4528,manager - credit risk analytics/ sas - bfs - iit/ nit/ iim,Huquo Consulting Pvt. Ltd,4-8 ,,Delhi NCR,"python,machine learning,project management,bpo,project management,consulting - bfsi,sas","manager - credit risk analytics/ sas - bfs - iit/ nit/ iim,Delhi NCR",manager credit risk analytics sa bfs iit nit iim delhi ncr,Manager
4529,devops engineer,Bigshyft Hiring for Intello Labs,2-4 ,800000 - 1600000 ,Delhi NCR,"devops,linux,ruby,aws,python","devops engineer,Delhi NCR",devops engineer delhi ncr,Engineer
4530,head - analytics - ecommerce,BuzzHire,5-8 ,,Delhi NCR,"data science,business intelligence,data management,data modeling,data analytics,statistics,machine learning,analytics","head - analytics - ecommerce,Delhi NCR",head analytics ecommerce delhi ncr,Generic
4531,associate - asset management - strategy & algorithm,Huquo Consulting Pvt. Ltd,1-6 ,,India,"hft,algorithmic trading,trading,asset management,machine learning,quant","associate - asset management - strategy & algorithm,India",associate asset management strategy algorithm india,Manager
4532,analytics + r programmer at nahur mumbai -immediate joiners preferred,UNH Management Services Private Limited,3-6 ,800000 - 1800000 ,Mumbai(Nahur),"ews,coding,machin learning,analytics competition,r programmer,analytics,python","analytics + r programmer at nahur mumbai -immediate joiners preferred,Mumbai(Nahur)",analytics r programmer nahur mumbai immediate joiner preferred mumbai nahur,Generic
4533,plsql developer - postgresql,ProGetters,1-4 ,,India,"postgresql,plsql,oracle workflow,postgres,oracle forms","plsql developer - postgresql,India",plsql developer postgresql india,Developer
4534,etl developer - informatica,Peopleplease Consulting,5-10 ,,India,"python,testing,veeva vault,informatica power center,etl developer,veeva,informatica","etl developer - informatica,India",etl developer informatica india,Developer
4535,tts sbs role - us bank,Pylon Management Consulting Pvt Ltd,8-12 ,1800000 - 2500000 ,Pune,"xg boost,neural networks,random forest,svm,machine learning,deep learning,r,gbm","tts sbs role - us bank,Pune",tt sb role u bank pune,Generic
4536,assistant manager/manager - model development - python analytics,Huquo Consulting Pvt. Ltd,3-7 ,,Delhi NCR,"regression,linear regression,text mining,clustering,statistics,machine learning,analytics,consulting - bfsi","assistant manager/manager - model development - python analytics,Delhi NCR",assistant manager manager model development python analytics delhi ncr,Manager
4537,manager - fraud analytics - bfsi domain,Huquo Consulting Pvt. Ltd,6-10 ,,Delhi NCR,"manager - fraud analytics,sas,spss,machine learning,analytics,artificial intelligence,fraud analytics,cart","manager - fraud analytics - bfsi domain,Delhi NCR",manager fraud analytics bfsi domain delhi ncr,Manager
4538,vice president - health plan analytics - iim/mdi/isb/fms,Huquo Consulting Pvt. Ltd,10-15 ,,"Delhi NCR, Noida","business strategy,sas,statistical modeling,big data,data visualization,statistics,machine learning,analytics","vice president - health plan analytics - iim/mdi/isb/fms,Delhi NCR, Noida",vice president health plan analytics iim mdi isb fm delhi ncr noida,Generic
4539,associate vice president - statistical modeling - healthcare analytics,Huquo Consulting Pvt. Ltd,8-13 ,,"Delhi NCR, Noida","esting,sas,vba,data management,statistical modeling,data analytics,machine learning","associate vice president - statistical modeling - healthcare analytics,Delhi NCR, Noida",associate vice president statistical modeling healthcare analytics delhi ncr noida,Generic
4540,junior software/ quant developer - high frequency trading strategies,Huquo Consulting Pvt. Ltd,1-2 ,,Delhi NCR,"python,testing,machine learning,predictive modeling,c++,trading systems,linux","junior software/ quant developer - high frequency trading strategies,Delhi NCR",junior software quant developer high frequency trading strategy delhi ncr,Developer
4541,test engineer - automation testing - java/selenium/testng,Serving Skill,4-6 ,,Chennai,"java,python,software development,testing,quality assurance,machine learning,aws","test engineer - automation testing - java/selenium/testng,Chennai",test engineer automation testing java selenium testng chennai,Engineer
4542,datastage professional,Arminus Software Pvt. Ltd.,5-8 ,,Chennai,"oracle sql,infosphere,datastage,unix scripting,data analysis,plsql,etl,performance tuning","datastage professional,Chennai",datastage professional chennai,Generic
4543,sas lead,Platlap Solutions,7-12 ,,Delhi NCR,"project management,big data,bpo,project management,sas","sas lead,Delhi NCR",sa lead delhi ncr,Lead
4544,chief information officer,Sarthee Consultancy,18-25 ,,"Vadodara, Ankleshwar","effective communication,sap erp,software development,artificial intelligence,machine learning,information technology","chief information officer,Vadodara, Ankleshwar",chief information officer vadodara ankleshwar,Generic
4545,product manager - ecommerce,Nastech Consulting,3-6 ,,Delhi NCR,"product management,consumer internet,ios apps,sql databases,online product management","product manager - ecommerce,Delhi NCR",product manager ecommerce delhi ncr,Manager
4546,solution architect,Arminus Software Pvt. Ltd.,8-13 ,,Kolkata,"java,python,cloud,project management,big data,tableau,bpo","solution architect,Kolkata",solution architect kolkata,Architect
4547,product manager - consumer internet/startup,Care4careers,6-11 ,,Delhi NCR,"product management,ecommerce,r,product manager,product development,matlab,sql","product manager - consumer internet/startup,Delhi NCR",product manager consumer internet startup delhi ncr,Manager
4548,manager - credit risk analytics - sas + credit risk,Huquo Consulting Pvt. Ltd,6-9 ,,India,"machine learning,artificial intelligence,sas,risk analytics,credit risk,statistics,analytics","manager - credit risk analytics - sas + credit risk,India",manager credit risk analytics sa credit risk india,Manager
4549,vice president - health plan analytics - iim/ mdi/ isb/ fms,Huquo Consulting Pvt. Ltd,10-15 ,,"Delhi NCR, Noida","as,statistical modeling,big data,data visualization,statistics,machine learning,analytics","vice president - health plan analytics - iim/ mdi/ isb/ fms,Delhi NCR, Noida",vice president health plan analytics iim mdi isb fm delhi ncr noida,Generic
4550,engineer/ lead engineer - .net/ asp/ c#,Nestor Services,5-10 ,,Delhi NCR,"oftware development,machine learning,devops,big data,.net,asp.net,c#","engineer/ lead engineer - .net/ asp/ c#,Delhi NCR",engineer lead engineer net asp c delhi ncr,Lead
4551,manager - credit risk modelling - sas + credit risk + modelling,Huquo Consulting Pvt. Ltd,6-9 ,,India,"machine learning,artificial intelligence,consulting - bfsi,sas,risk analytics,credit risk,risk modeling","manager - credit risk modelling - sas + credit risk + modelling,India",manager credit risk modelling sa credit risk modelling india,Manager
4552,manager - fraud analytics - bfsi domain,Huquo Consulting Pvt. Ltd,6-10 ,,India,"as,bfsi,consulting,analytics,fraud analytics,sql","manager - fraud analytics - bfsi domain,India",manager fraud analytics bfsi domain india,Manager
4553,consultant i/ii - hadoop/hive/sql - iit/dse/ isi/jnu,Huquo Consulting Pvt. Ltd,1-2 ,,"Delhi NCR, Others","java,python,big data,tableau,java,hive,r","consultant i/ii - hadoop/hive/sql - iit/dse/ isi/jnu,Delhi NCR, Others",consultant ii hadoop hive sql iit dse isi jnu delhi ncr others,Consultant
4554,"aggressively looking for bigdata, java+ spark (h1b holders can apply)",BUSITANTS INC,5-10 ,80000 - 100000 ,United States (U.S),"python,machine learning,devops,tableau,hive,r,data structures","aggressively looking for bigdata, java+ spark (h1b holders can apply),United States (U.S)",aggressively looking bigdata java spark h b holder apply united state u,Generic
4555,h1b visa holders opening_ for java.net,BUSITANTS INC,5-10 ,85000 - 100000 ,United States (U.S),"r,spring mvc,git,javascript,unix shell scripting,jee,machine learning,sql scripting","h1b visa holders opening_ for java.net,United States (U.S)",h b visa holder opening java net united state u,Generic
4556,etl lead - informatica/ ssis/ shell scripting,Spectrum Consulting,5-8 ,,"Chennai, India","cloud,big data,mainframe,aws,salesforce,database performance tuning,shell scripting","etl lead - informatica/ ssis/ shell scripting,Chennai, India",etl lead informatica ssis shell scripting chennai india,Lead
4557,python developer-4 post -3-4 yr experienced,Indore Job Placement,3-5 ,350000 - 600000 ,Indore,"quality audit,data integrity,data mining,tableau,python","python developer-4 post -3-4 yr experienced,Indore",python developer post yr experienced indore,Developer
4558,"manager grc analytics -for hyderabad (india),only female",Corporate Destination,10-12 ,2500000 - 3250000 ,Hyderabad,"compliance.,internal control,risk mgt,sql knowledge","manager grc analytics -for hyderabad (india),only female,Hyderabad",manager grc analytics hyderabad india female hyderabad,Manager
4559,software architect,rapidBizApps,1-5 ,,Hyderabad,"mining,enterprise mobility,devops,machine learning,manager technology,software architect,swift,windows","software architect,Hyderabad",software architect hyderabad,Architect
4560,associate vice president - product architect,Huquo Consulting Pvt. Ltd,4-9 ,,Gurgaon Gurugram,"java,python,cloud,css,javascript,big data,azure","associate vice president - product architect,Gurgaon Gurugram",associate vice president product architect gurgaon gurugram,Architect
4561,software engineer manager,Bigshyft Hiring for LUMENCI,5-8 ,1800000 - 2750000 ,Delhi NCR,"artificial intelligence ai,blockchain,machine learning ml,statistical modelling","software engineer manager,Delhi NCR",software engineer manager delhi ncr,Manager
4562,manager - analytics - aws/cloud - insurance,Huquo Consulting Pvt. Ltd,8-10 ,,Gurgaon Gurugram,"data quality,data management,big data,data modeling,data warehousing,data analytics,machine learning,data governance","manager - analytics - aws/cloud - insurance,Gurgaon Gurugram",manager analytics aws cloud insurance gurgaon gurugram,Manager
4563,director - quant analytics,Huquo Consulting Pvt. Ltd,6-10 ,,Gurgaon Gurugram,"machine learning,artificial intelligence,quantitative trading,artificial intelligence,hft,algorithmic trading,machine learning","director - quant analytics,Gurgaon Gurugram",director quant analytics gurgaon gurugram,Generic
4564,associate director - actuarial analytics - insurance,Huquo Consulting Pvt. Ltd,7-12 ,,Gurgaon Gurugram,"actuarial analytics,regression testing,r,unit testing,life insurance,new business development,data privacy","associate director - actuarial analytics - insurance,Gurgaon Gurugram",associate director actuarial analytics insurance gurgaon gurugram,Generic
4565,management and analytics consultant - loan origination or secured lend,Inflexon Point,3-5 ,,Delhi NCR,"ecured loans,loan origination,secured lending,artificial intelligence,tableau,machine learning,statistics,analytics","management and analytics consultant - loan origination or secured lend,Delhi NCR",management analytics consultant loan origination secured lend delhi ncr,Manager
